z,H_z_km_s_Mpc,E_z,q_z
3.68,419.09931089250716,6.394069889274653,0.5224014449381569
3.69,420.4632109545248,6.414878494996183,0.5219917306529342
3.7,421.8282668124334,6.435704734341802,0.5215913784105908
3.71,423.19448284480154,6.456548674113991,0.5211995608083209
3.72,424.56186302691214,6.4774103749624246,0.520815994760683
3.73,425.93041134436754,6.498289897694218,0.5204406299563114
3.74,427.30013179444063,6.51918730329454,0.5200734173010324
3.75,428.67102838585686,6.540102652923287,0.5197143080381466
3.7600000000000002,430.04310513858263,6.561036007911857,0.519363253744425
3.77,431.4163660836155,6.581987429759944,0.5190202063301272
3.7800000000000002,432.7908152627798,6.602956980132425,0.5186851180338659
3.79,434.1664567285245,6.623944720856274,0.5183579414236801
3.8000000000000003,435.54329454372635,6.644950713917558,0.5180385561822733
3.81,436.9213326482147,6.665975019425046,0.5177264030944861
3.8200000000000003,438.3005741908278,6.687017685419601,0.5174208356134444
3.83,439.68102203223594,6.708078755545594,0.5171216510270233
3.84,441.0626790420614,6.7291582735839715,0.5168288114876691
3.85,442.4455480992222,6.750256283457506,0.516542279680763
3.86,443.82963209177933,6.771372829228459,0.5162620185473406
3.87,445.21493391678797,6.7925079550963146,0.5159879912824596
3.88,446.6014564801497,6.813661705395525,0.515720161333902
3.89,447.98920269646925,6.834834124593321,0.5154584923995438
3.9,449.37817548891155,6.856025257287536,0.515202948426162
3.91,450.76837778906287,6.877235148204483,0.5149534680867436
3.92,452.1598124897859,6.898463841479684,0.5147096858992382
3.93,453.5524819306751,6.9197113728076145,0.514471063403239
3.94,454.94638808981176,6.940977772367256,0.5142373666105515
3.95,456.34153294653026,6.962263070356705,0.5140085635331786
3.96,457.7379184877965,6.983567297090495,0.5137846259187244
